,Code,Untruncated Offense,FBI Category,MOST_SER_RANK,OFFENSE_TYPE,GRID,Penalty Type,Mandatory Gun,Police Notification,SORB,SDP,"Now Legal?
",Expungeable?,"If no, why not?",extra_criteria,Description,Chapter,Section
777,314,Obstructing justice,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,OBSTRUCTING JUSTICE,,
778,315,Obstructing state buisness,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,OBSTRUCTING STATE BUISNESS,,
779,276,Obstruction/interfering with firefighting,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,OBSTRUCTION/INTERFERING WITH FIREFIGHTING,,
780,198,Open and gross lewdness,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,not subsequent,OPEN AND GROSS LEWDNESS,,
781,1507,Open and gross lewdness  Ch. 272 S 16,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,Yes,Yes,,Yes,,not subsequent,OPEN AND GROSS LEWDNESS ,272,16
782,199,"Open and gross lewdness, 2nd conviction",All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,No,178C Sex Offense,subsequent,"OPEN AND GROSS LEWDNESS, 2ND CONVICTION",,
783,1508,"Open and gross lewdness, with previous sex offense  Ch. 272 S 16",All Other Offense (except traffic),23.0,Public Order,3,Felony,,,Yes,Yes,,No,178C Sex Offense,subsequent,"OPEN AND GROSS LEWDNESS, WITH PREVIOUS SEX OFFENSE ",272,16
784,236,Operating a lottery,Numbers and Lottery,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,OPERATING A LOTTERY,,
785,226,Operating aircraft without a license-125a,Other,34.0,Motor Vehicle,1,Misdemeanor,,,,,,Yes,,,OPERATING AIRCRAFT WITHOUT A LICENSE-125A,,
786,216,Operating as to endanger lives and safety-112a,Other,28.0,Motor Vehicle,2,Misdemeanor,,,,,,Yes,,,OPERATING AS TO ENDANGER LIVES AND SAFETY-112A,,
787,215,Operating recklessly-110a,Other,28.0,Motor Vehicle,2,Misdemeanor,,,,,,Yes,,,OPERATING RECKLESSLY-110A,,
788,1066,Operating snow/recreational vehicle on public way  Ch. 90B S 25,Other,34.0,Motor Vehicle,1,Misdemeanor,,,,,,Yes,,,OPERATING SNOW/RECREATIONAL VEHICLE ON PUBLIC WAY ,90B,25
789,205,Operating under the influence of liquor or drugs & serious injury & negligence-111a,Driving Under the Influence,22.0,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury,,OPERATING UNDER THE INFLUENCE OF LIQUOR OR DRUGS & SERIOUS INJURY & NEGLIGENCE-111A,,
790,206,Operating under the influence of liquor or drugs & serious injury & recklessness-111a,Driving Under the Influence,22.0,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury,,OPERATING UNDER THE INFLUENCE OF LIQUOR OR DRUGS & SERIOUS INJURY & RECKLESSNESS-111A,,
791,207,Operating under the influence of liquor or drugs & serious injury-111a,Driving Under the Influence,22.0,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury,,OPERATING UNDER THE INFLUENCE OF LIQUOR OR DRUGS & SERIOUS INJURY-111A,,
792,204,Operating under the influence of liquor-111a,Driving Under the Influence,28.0,Motor Vehicle,2,Misdemeanor,,,,,,Yes,,,OPERATING UNDER THE INFLUENCE OF LIQUOR-111A,,
793,227,Operating unregistered aircraft-125b,All Other Offense (except traffic),34.0,Motor Vehicle,1,Misdemeanor,,,,,,Yes,,,OPERATING UNREGISTERED AIRCRAFT-125B,,
794,229,Operating without a license-114f,Other,28.0,Motor Vehicle,2,Misdemeanor,,,,,,Yes,,,OPERATING WITHOUT A LICENSE-114F,,
795,1665,"Organized retail crime, aggravated Ch. 266 S 30D(c)",All Other Offense (except traffic),20.0,Property,3,Felony,,,,,,Yes,,,"ORGANIZED RETAIL CRIME, AGGRAVATED",266,30D(c)
796,1664,"Organized retail crime, Ch. 266 S 30D(b)",All Other Offense (except traffic),20.0,Property,3,Felony,,,,,,Yes,,,"ORGANIZED RETAIL CRIME,",266,30D(b)
797,1666,"Organized retail crime, leader Ch. 266 S 30D(d)",All Other Offense (except traffic),14.0,Property,4,Felony,,,,,,Yes,,,"ORGANIZED RETAIL CRIME, LEADER",266,30D(d)
798,233,Other motor vehicle,All Other Offense (except traffic),34.0,Motor Vehicle,1,Misdemeanor,,,,,,Yes,,,OTHER MOTOR VEHICLE,,
799,225,Overweight truck-124r,All Other Offense (except traffic),34.0,Motor Vehicle,1,Misdemeanor,,,,,,Yes,,,OVERWEIGHT TRUCK-124R,,
800,1604,Penalty for violation of rules and regulations made under authority of this chapter  Ch. 45 S 24,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,PENALTY FOR VIOLATION OF RULES AND REGULATIONS MADE UNDER AUTHORITY OF THIS CHAPTER ,45,24
801,325,Perjury,All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,PERJURY,,
802,1428,Perjury  Ch. 268 S 1,All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,PERJURY ,268,1
803,324,Perjury in a capital case,All Other Offense (except traffic),6.0,Public Order,6,Felony,,,,,,Yes,,,PERJURY IN A CAPITAL CASE,,
804,1429,Perjury in trial of capital case  Ch. 268 S 1,All Other Offense (except traffic),11.0,Public Order,5,Felony,,,,,,Yes,,,PERJURY IN TRIAL OF CAPITAL CASE ,268,1
805,1431,"Perjury, attempt to suborn  Ch. 268 S 3",All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,"PERJURY, ATTEMPT TO SUBORN ",268,3
806,1430,"Perjury, suborn  Ch. 268 S 2",All Other Offense (except traffic),23.0,Public Order,3,Felony,,,,,,Yes,,,"PERJURY, SUBORN ",268,2
807,238,"Permitting, keeping or presence in a place for gambling",All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"PERMITTING, KEEPING OR PRESENCE IN A PLACE FOR GAMBLING",,
808,1087,"Phencyclidine, distribute or possess with intent  Ch. 94C S 32A(c)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,"PHENCYCLIDINE, DISTRIBUTE OR POSSESS WITH INTENT ",94C,32A(c)
809,1088,"Phencyclidine, distribute or possess with intent, subsq. off.  Ch. 94C S 32A(d)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,"PHENCYCLIDINE, DISTRIBUTE OR POSSESS WITH INTENT, SUBSQ. OFF. ",94C,32A(d)
810,1105,"Phenmetrazine, trafficking in, 100 to 200 g  Ch. 94C S 32E(b)(3)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",9.0,Drugs,5,Felony,,,,,,Yes,,,"PHENMETRAZINE, TRAFFICKING IN, 100 TO 200 G ",94C,32E(b)(3)
811,1103,"Phenmetrazine, trafficking in, 14 to 28 g  Ch. 94C S 32E(b)(1)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,"PHENMETRAZINE, TRAFFICKING IN, 14 TO 28 G ",94C,32E(b)(1)
812,1106,"Phenmetrazine, trafficking in, 200 g or more  Ch. 94C S 32E(b)(4)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",5.0,Motor Vehicle,6,Felony,,,,,,Yes,,,"PHENMETRAZINE, TRAFFICKING IN, 200 G OR MORE ",94C,32E(b)(4)
813,1104,"Phenmetrazine, trafficking in, 28 to 100 g  Ch. 94C S 32E(b)(2)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,"PHENMETRAZINE, TRAFFICKING IN, 28 TO 100 G ",94C,32E(b)(2)
814,1647,"Photograph of unsuspecting nude person, disseminate  Ch. 272 S 105(c)",All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"PHOTOGRAPH OF UNSUSPECTING NUDE PERSON, DISSEMINATE ",272,105(c)
815,1646,Photograph unsuspecting nude person  Ch. 272 S 105(b),All Other Offense (except traffic),24.0,Person,2,Misdemeanor,,,,,,Yes,,,PHOTOGRAPH UNSUSPECTING NUDE PERSON ,272,105(b)
816,1144,Poison mammal/bird  Ch. 131 S 43,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,POISON MAMMAL/BIRD ,131,43
817,1405,Poison/kill/maim domestic animal  Ch. 266 S 112,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,POISON/KILL/MAIM DOMESTIC ANIMAL ,266,112
818,1298,Poisoning with intent to kill or injure person  Ch. 265 S 28,All Other Offense (except traffic),7.0,Person,5,Felony,,,,,,No,Ch 265 Felony,,POISONING WITH INTENT TO KILL OR INJURE PERSON ,265,28
819,1547,"Police horse/dog, mistreat/interfere with  Ch. 272 S 77A",All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"POLICE HORSE/DOG, MISTREAT/INTERFERE WITH ",272,77A
820,1446,"Police officer or public official, impersonate  Ch. 268 S 33",All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,"POLICE OFFICER OR PUBLIC OFFICIAL, IMPERSONATE ",268,33
821,1441,"Police officer, fail to assist  Ch. 268 S 24",All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"POLICE OFFICER, FAIL TO ASSIST ",268,24
822,1570,"Police officer, interfere with, Common Law [Grid 2012]",All Other Offense (except traffic),29.0,Public Order,2,CIV,,,,,,Yes,,,"POLICE OFFICER, INTERFERE WITH, COMMON LAW [GRID 2012]",,
823,224,Possessing master keys-124q,All Other Offense (except traffic),22.0,Motor Vehicle,3,Felony,,,,,,Yes,,,POSSESSING MASTER KEYS-124Q,,
824,358,Possession (class a),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,POSSESSION (CLASS A),,
825,367,Possession (class b),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,POSSESSION (CLASS B),,
826,373,Possession (class c),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,POSSESSION (CLASS C),,
827,378,Possession (class d),Marijuana,33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,POSSESSION (CLASS D),,
828,382,Possession (class e),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,POSSESSION (CLASS E),,
829,245,Possession of a dangerous weapon,"Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,Yes,,,POSSESSION OF A DANGEROUS WEAPON,,
830,259,Possession of a sawed-off shotgun/machine gun,"Weapons (carrying, possessing)",19.0,Weapons,3,Felony,,,,,,Yes,,,POSSESSION OF A SAWED-OFF SHOTGUN/MACHINE GUN,,
831,262,Possession of alcohol in a public place,Liquor Laws,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,POSSESSION OF ALCOHOL IN A PUBLIC PLACE,,
832,256,Possession of ammunition without a permit,"Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,Yes,,,POSSESSION OF AMMUNITION WITHOUT A PERMIT,,
833,265,Possession of an open container of alcohol,Liquor Laws,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,POSSESSION OF AN OPEN CONTAINER OF ALCOHOL,,
834,261,Possession of bb gun/air rifle,"Weapons (carrying, possessing)",31.0,Weapons,1,Misdemeanor,,,,,,Yes,,,POSSESSION OF BB GUN/AIR RIFLE,,
835,176,Possession of burgularous tools,Burglary – Breaking or Entering,26.0,Property,2,Felony,,,,,,Yes,,,POSSESSION OF BURGULAROUS TOOLS,,
836,395,Possession of drugs (unspecified),Drug Abuse Violations,21.0,Drugs,3,Misdemeanor,,,,,,Yes,,,POSSESSION OF DRUGS (UNSPECIFIED),,
837,237,Possession of false lottery tickets,All Other Offense (except traffic),29.0,Public Order,2,Felony,,,,,,Yes,,,POSSESSION OF FALSE LOTTERY TICKETS,,
838,385,Possession of hypo/syringe,All Other Offense (except traffic),27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,POSSESSION OF HYPO/SYRINGE,,
839,168,Possession of stolen credit cards,All Other Offense (except traffic),26.0,Property,2,Misdemeanor,,,,,,Yes,,,POSSESSION OF STOLEN CREDIT CARDS,,
840,354,Possession with intent to dispense (class a),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,POSSESSION WITH INTENT TO DISPENSE (CLASS A),,
841,362,Possession with intent to dispense (class b),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,POSSESSION WITH INTENT TO DISPENSE (CLASS B),,
842,361,Possession with intent to dispense (class b)-cocaine,"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,POSSESSION WITH INTENT TO DISPENSE (CLASS B)-COCAINE,,
843,369,Possession with intent to dispense (class c),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",21.0,Drugs,3,Felony,,,,,,Yes,,,POSSESSION WITH INTENT TO DISPENSE (CLASS C),,
844,374,Possession with intent to dispense (class d),Marijuana,27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,POSSESSION WITH INTENT TO DISPENSE (CLASS D),,
845,379,Possession with intent to dispense (class e),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,POSSESSION WITH INTENT TO DISPENSE (CLASS E),,
846,353,Possession with intent to dispense to minor (class a),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15.0,Drugs,4,Felony,,,,,,Yes,,,POSSESSION WITH INTENT TO DISPENSE TO MINOR (CLASS A),,
847,360,Possession with intent to dispense to minor (class b),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21.0,Drugs,3,Felony,,,,,,Yes,,,POSSESSION WITH INTENT TO DISPENSE TO MINOR (CLASS B),,
848,368,Possession with intent to dispense to minor (class c),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",21.0,Drugs,3,Felony,,,,,,Yes,,,POSSESSION WITH INTENT TO DISPENSE TO MINOR (CLASS C),,
849,377,Possession-marijuana (class d),Marijuana,33.0,Drugs,1,Misdemeanor,,,,,,Yes,,,POSSESSION-MARIJUANA (CLASS D),,
850,1123,"Prescription, utter false  Ch. 94C S 33(b)",All Other Offense (except traffic),21.0,Drugs,3,Felony,,,,,,Yes,,,"PRESCRIPTION, UTTER FALSE ",94C,33(b)
851,359,Present where found (class a),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,PRESENT WHERE FOUND (CLASS A),,
852,1442,"Prisoner, deliver drugs or article to  Ch. 268 S 28",Drug Abuse Violations,21.0,Drugs,3,Felony,,,,,,Yes,,,"PRISONER, DELIVER DRUGS OR ARTICLE TO ",268,28
853,291,Prize fighting,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,PRIZE FIGHTING,,
854,270,Procuring alcohol for a minor,Liquor Laws,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,PROCURING ALCOHOL FOR A MINOR,,
855,212,Procuring false id,All Other Offense (except traffic),28.0,Motor Vehicle,2,Misdemeanor,,,,,,Yes,,,PROCURING FALSE ID,,
856,1505,"Prostitute, solicit for  Ch. 272 S 8",Prostitution and Commercialized Vice,35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"PROSTITUTE, SOLICIT FOR ",272,8
857,178,Prostitution,Prostitution and Commercialized Vice,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,PROSTITUTION,,
858,1538,Prostitution (common night walkers)  Ch. 272 S 53,Prostitution and Commercialized Vice,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,not sex-related,PROSTITUTION (COMMON NIGHT WALKERS) ,272,53
859,1504,"Prostitution, derive support from  Ch. 272 S 7",Prostitution and Commercialized Vice,23.0,Public Order,3,Felony,,,,,,Yes,,,"PROSTITUTION, DERIVE SUPPORT FROM ",272,7
860,1503,"Prostitution, derive support from child  Ch. 272 S 4B",Sex Offenses (except forcible rape),12.0,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense,,"PROSTITUTION, DERIVE SUPPORT FROM CHILD ",272,4B
861,1502,"Prostitution, induce minor to  Ch. 272 S 4A",Sex Offenses (except forcible rape),18.0,Person,3,Felony,,,Yes,Yes,,No,178C Sex Offense,,"PROSTITUTION, INDUCE MINOR TO ",272,4A
862,1506,"Prostitution, procure person to practice  Ch. 272 S 12",Sex Offenses (except forcible rape),24.0,Person,2,Misdemeanor,,,,,,Yes,,,"PROSTITUTION, PROCURE PERSON TO PRACTICE ",272,12
863,1499,"Prostitution/unlawful sex, abduct or entice person for  Ch. 272 S 2",Sex Offenses (except forcible rape),29.0,Public Order,2,Felony,,,Yes,Yes,,No,178C Sex Offense,,"PROSTITUTION/UNLAWFUL SEX, ABDUCT OR ENTICE PERSON FOR ",272,2
864,1602,Public Assistance fraud  Ch. 18 S 5B,Fraud,29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,PUBLIC ASSISTANCE FRAUD ,18,5B
865,1301,"Public way, throw object on  Ch. 265 S 35",All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"PUBLIC WAY, THROW OBJECT ON ",265,35
866,286,Railer and brawler,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,not sex-related,RAILER AND BRAWLER,,
867,1539,"Railers and brawlers, common  Ch. 272 S 53",All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,not sex-related,"RAILERS AND BRAWLERS, COMMON ",272,53
868,1165,"Railroad fare, evade  Ch. 160 S 220",All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"RAILROAD FARE, EVADE ",160,220
869,413,Railroad law violation -ride,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,RAILROAD LAW VIOLATION -RIDE,,
870,1628,"Railroad track (electric), walking or standing on  Ch. 162 S 18",All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,"RAILROAD TRACK (ELECTRIC), WALKING OR STANDING ON ",162,18
871,44,Rape  Ch 265 S 22,Sex Offenses (except forcible rape),7.0,Person,5,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,RAPE  CH 265 S 22,,22
872,1268,Rape  Ch. 265 S 22(b),Sex Offenses (except forcible rape),7.0,Person,5,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,RAPE ,265,22(b)
873,52,Rape and abuse of child,Sex Offenses (except forcible rape),7.0,Person,5,Felony,,Yes,,,,No,178C Sex Offense,,RAPE AND ABUSE OF CHILD,,
874,49,Rape of a child under 16 years of age with force,Sex Offenses (except forcible rape),2.0,Person,6,Felony,,,Yes,Yes,,No,178C Sex Offense,,RAPE OF A CHILD UNDER 16 YEARS OF AGE WITH FORCE,,
875,53,Rape of child,Sex Offenses (except forcible rape),7.0,Person,5,Felony,,,Yes,Yes,,No,178C Sex Offense,,RAPE OF CHILD,,
876,1271,Rape of child under 16 with force  Ch. 265 S 22A,Forcible Rape,2.0,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,RAPE OF CHILD UNDER 16 WITH FORCE ,265,22A
877,1274,"Rape of child under 16 with force, after certain sex offenses  Ch. 265 S 22C",Forcible Rape,2.0,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"RAPE OF CHILD UNDER 16 WITH FORCE, AFTER CERTAIN SEX OFFENSES ",265,22C
878,1273,"Rape of child under 16 with force, aggravated  Ch. 265 S 22B",Forcible Rape,2.0,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"RAPE OF CHILD UNDER 16 WITH FORCE, AGGRAVATED ",265,22B
879,1272,"Rape of child under 16 with force, subsq. off.  Ch. 265 S 22A",Forcible Rape,2.0,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"RAPE OF CHILD UNDER 16 WITH FORCE, SUBSQ. OFF. ",265,22A
880,1275,"Rape of child under 16, statutory  Ch. 265 S 23",Sex Offenses (except forcible rape),12.0,Person,4,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"RAPE OF CHILD UNDER 16, STATUTORY ",265,23
881,1278,"Rape of child under 16, statutory, after certain sex offenses  Ch. 265 S 23B",Sex Offenses (except forcible rape),2.0,Person,6,Felony,,Yes,,,,No,Ch 265 Felony,,"RAPE OF CHILD UNDER 16, STATUTORY, AFTER CERTAIN SEX OFFENSES ",265,23B
882,1277,"Rape of child under 16, statutory, aggravated  Ch. 265 S 23A",Sex Offenses (except forcible rape),2.0,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"RAPE OF CHILD UNDER 16, STATUTORY, AGGRAVATED ",265,23A
883,1276,"Rape of child under 16, statutory, subsq. off.  Ch. 265 S 23",Sex Offenses (except forcible rape),7.0,Person,5,Felony,,,Yes,Yes,,No,Ch 265 Felony,,"RAPE OF CHILD UNDER 16, STATUTORY, SUBSQ. OFF. ",265,23
884,1264,"Rape, aggravated  Ch. 265 S 22(a)",Forcible Rape,2.0,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"RAPE, AGGRAVATED ",265,22(a)
885,1266,"Rape, aggravated, armed, with firearm  Ch. 265 S 22(a)",Forcible Rape,2.0,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"RAPE, AGGRAVATED, ARMED, WITH FIREARM ",265,22(a)
886,1267,"Rape, aggravated, armed, with firearm, subsq. off.  Ch. 265 S 22(a)",Forcible Rape,2.0,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"RAPE, AGGRAVATED, ARMED, WITH FIREARM, SUBSQ. OFF. ",265,22(a)
887,1265,"Rape, aggravated, subsq. off.  Ch. 265 S 22(a)",Forcible Rape,2.0,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"RAPE, AGGRAVATED, SUBSQ. OFF. ",265,22(a)
888,1270,"Rape, armed, with firearm  Ch. 265 S 22(b)",Sex Offenses (except forcible rape),7.0,Person,5,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"RAPE, ARMED, WITH FIREARM ",265,22(b)
889,1269,"Rape, subsq. off.  Ch. 265 S 22(b)",Sex Offenses (except forcible rape),2.0,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony,,"RAPE, SUBSQ. OFF. ",265,22(b)
890,1395,"Receive stolen or falsely traded property, over $250, $10,000 to $50,000  Ch. 266 S 60","Stolen Property (buying , receiving, possessing)",20.0,Property,3,Felony,,,,,,Yes,,,"RECEIVE STOLEN OR FALSELY TRADED PROPERTY, OVER $250, $10,000 TO $50,000 ",266,60
891,1396,"Receive stolen or falsely traded property, over $250, $50,000 and over  Ch. 266 S 60","Stolen Property (buying , receiving, possessing)",20.0,Property,3,Felony,,,,,,Yes,,,"RECEIVE STOLEN OR FALSELY TRADED PROPERTY, OVER $250, $50,000 AND OVER ",266,60
892,1394,"Receive stolen or falsely traded property, over $250, under $10,000  Ch. 266 S 60","Stolen Property (buying , receiving, possessing)",26.0,Property,2,Felony,,,,,,Yes,,,"RECEIVE STOLEN OR FALSELY TRADED PROPERTY, OVER $250, UNDER $10,000 ",266,60
893,1392,"Receive stolen or falsely traded property, under $250  Ch. 266 S 60","Stolen Property (buying , receiving, possessing)",26.0,Property,2,Misdemeanor,,,,,,Yes,,,"RECEIVE STOLEN OR FALSELY TRADED PROPERTY, UNDER $250 ",266,60
894,1393,"Receive stolen or falsely traded property, under $250, subsq. off.  Ch. 266 S 60","Stolen Property (buying , receiving, possessing)",26.0,Property,2,Felony,,,,,,Yes,,,"RECEIVE STOLEN OR FALSELY TRADED PROPERTY, UNDER $250, SUBSQ. OFF. ",266,60
895,150,Receiving and/or concealing stolen property,"Stolen Property (buying , receiving, possessing)",26.0,Property,2,Misdemeanor,,,,,,Yes,,,RECEIVING AND/OR CONCEALING STOLEN PROPERTY,,
896,152,"Receiving and/or concealing stolen property ($10,000 to $50,000)","Stolen Property (buying , receiving, possessing)",20.0,Property,3,Felony,,,,,,Yes,,,"RECEIVING AND/OR CONCEALING STOLEN PROPERTY ($10,000 TO $50,000)",,
897,153,"Receiving and/or concealing stolen property ($50,000 and over)","Stolen Property (buying , receiving, possessing)",14.0,Property,4,Felony,,,,,,Yes,,,"RECEIVING AND/OR CONCEALING STOLEN PROPERTY ($50,000 AND OVER)",,
898,151,"Receiving and/or concealing stolen property (Under $10,000)","Stolen Property (buying , receiving, possessing)",26.0,Property,2,Felony,,,,,,Yes,,,"RECEIVING AND/OR CONCEALING STOLEN PROPERTY (UNDER $10,000)",,
899,1212,Reckless endangerment to children  Ch. 265 S 13L,Offenses Against Family and Children,24.0,Person,2,Misdemeanor,,,,,,Yes,,,RECKLESS ENDANGERMENT TO CHILDREN ,265,13L
900,386,Refusing entry or inspection on administrative warrant,All Other Offense (except traffic),27.0,Drugs,2,Misdemeanor,,,,,,Yes,,,REFUSING ENTRY OR INSPECTION ON ADMINISTRATIVE WARRANT,,
901,316,Refusing to aid an officer,All Other Offense (except traffic),35.0,Public Order,1,Misdemeanor,,,,,,Yes,,,REFUSING TO AID AN OFFICER,,
902,244,Registering bets,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,REGISTERING BETS,,
903,405,Removal of serial id from firearm,"Weapons (carrying, possessing)",19.0,Weapons,3,Misdemeanor,,,,,,Yes,,,REMOVAL OF SERIAL ID FROM FIREARM,,
904,222,"Removing, defacing, etc. serial or engine number-122a",All Other Offense (except traffic),28.0,Motor Vehicle,2,Felony,,,,,,Yes,,,"REMOVING, DEFACING, ETC. SERIAL OR ENGINE NUMBER-122A",,
905,317,Rescuing a prisoner,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,RESCUING A PRISONER,,
906,1445,Resist arrest  Ch. 268 S 32B,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,RESIST ARREST ,268,32B
907,330,Resisting arrest,All Other Offense (except traffic),29.0,Public Order,2,Misdemeanor,,,,,,Yes,,,RESISTING ARREST,,
908,228,Restricted license and area-125c,All Other Offense (except traffic),34.0,Motor Vehicle,1,Misdemeanor,,,,,,Yes,,,RESTRICTED LICENSE AND AREA-125C,,
909,1147,"Rifle/revolver/pistol of unlawful caliber, use or possess   Ch. 131 S 67","Weapons (carrying, possessing)",25.0,Weapons,2,Misdemeanor,,,,,,Yes,,,"RIFLE/REVOLVER/PISTOL OF UNLAWFUL CALIBER, USE OR POSSESS  ",131,67
910,1484,"Rifle/shotgun on way, carry loaded   Ch. 269 S 12D(a)","Weapons (carrying, possessing)",13.0,Weapons,4,Felony,,,,,,Yes,,,"RIFLE/SHOTGUN ON WAY, CARRY LOADED  ",269,12D(a)
911,1485,"Rifle/shotgun on way, carry loaded, large capacity  Ch. 269 S 12D(a)","Weapons (carrying, possessing)",13.0,Weapons,4,Misdemeanor,,,,,,Yes,,,"RIFLE/SHOTGUN ON WAY, CARRY LOADED, LARGE CAPACITY ",269,12D(a)
